Game ID,Date,Home Team,Away Team,Outcome,home_points-per-game,home_true-shooting-percentage,home_offensive-rebounds-per-game,home_defensive-rebounds-per-game,home_steals-per-game,home_assist--per--turnover-ratio,home_personal-fouls-per-game,home_win-pct-all-games,away_points-per-game,away_true-shooting-percentage,away_offensive-rebounds-per-game,away_defensive-rebounds-per-game,away_steals-per-game,away_assist--per--turnover-ratio,away_personal-fouls-per-game,away_win-pct-all-games
126,11/04/22,Dallas Mavericks,Toronto Raptors,1,115.7,117.8,8.9,32.4,8.0,1.517,21.6,0.571,113.9,113.6,10.0,33.8,10.6,2.200,20.8,0.625
127,11/04/22,New Orleans Pelicans,Golden State Warriors,1,118.3,114.6,12.3,33.3,8.9,1.990,19.1,0.571,118.8,116.1,10.2,31.7,7.6,1.801,24.1,0.333
128,11/04/22,Minnesota Timberwolves,Milwaukee Bucks,0,114.1,110.2,12.1,36.0,8.1,1.669,20.6,0.500,113.3,110.3,13.0,38.4,8.0,1.650,19.7,1.000
129,11/04/22,Phoenix Suns,Portland Trail Blazers,0,118.3,117.4,10.7,31.4,8.0,2.297,22.1,0.857,114.0,115.9,12.0,33.4,7.3,1.319,17.7,0.714
130,11/04/22,Los Angeles Lakers,Utah Jazz,0,107.4,103.4,10.0,37.9,8.7,1.583,19.6,0.286,115.6,112.9,12.8,32.0,9.3,1.705,23.7,0.667
131,11/05/22,Orlando Magic,Sacramento Kings,0,108.6,112.0,10.4,35.6,6.3,1.243,22.2,0.222,113.3,117.1,7.9,34.3,5.9,1.761,23.0,0.286
132,11/05/22,Charlotte Hornets,Brooklyn Nets,0,111.8,108.0,11.6,34.0,7.9,1.748,20.1,0.333,113.8,118.4,8.2,31.7,7.0,1.856,22.6,0.333
133,11/05/22,Atlanta Hawks,New Orleans Pelicans,1,115.5,111.8,10.6,33.1,7.3,2.134,21.9,0.625,117.8,115.2,11.9,32.6,9.0,1.923,19.4,0.625
134,11/05/22,New York Knicks,Boston Celtics,0,114.0,109.2,13.3,36.9,5.8,1.658,23.0,0.500,117.0,119.9,7.9,33.8,5.6,1.784,22.6,0.625
135,11/05/22,Milwaukee Bucks,Oklahoma City Thunder,1,113.5,111.1,12.3,39.1,7.9,1.717,20.0,1.000,112.5,106.0,12.3,33.4,9.5,1.969,20.9,0.500
136,11/05/22,Minnesota Timberwolves,Houston Rockets,1,112.8,109.3,11.9,36.1,7.4,1.635,21.1,0.444,107.0,103.9,14.1,33.0,7.3,1.200,21.7,0.111
137,11/05/22,Denver Nuggets,San Antonio Spurs,1,115.1,117.2,11.0,34.9,6.4,1.849,19.9,0.625,114.7,112.5,11.3,32.0,6.9,1.776,19.4,0.556
138,11/05/22,Phoenix Suns,Portland Trail Blazers,1,116.8,117.0,11.0,30.8,8.0,2.176,22.1,0.750,113.3,116.1,11.9,33.1,7.1,1.366,18.5,0.750
139,11/06/22,Los Angeles Lakers,Cleveland Cavaliers,0,108.5,105.4,9.9,37.0,8.4,1.622,19.3,0.250,116.5,117.6,10.0,35.0,5.5,1.717,21.0,0.875
140,11/06/22,Memphis Grizzlies,Washington Wizards,1,118.7,113.6,13.6,33.3,6.9,1.613,21.0,0.667,108.0,112.5,8.7,34.1,6.1,1.683,20.0,0.444
141,11/06/22,Toronto Raptors,Chicago Bulls,1,113.4,113.2,10.9,32.9,10.6,2.000,20.9,0.556,112.2,113.2,10.5,33.2,8.8,1.588,20.1,0.500
142,11/06/22,Los Angeles Clippers,Utah Jazz,0,102.3,111.1,7.7,37.2,6.9,1.287,19.6,0.556,117.0,113.7,13.0,32.1,9.2,1.815,23.5,0.700
143,11/07/22,Charlotte Hornets,Washington Wizards,0,110.0,107.0,11.7,34.3,7.4,1.721,20.2,0.300,106.9,110.8,9.3,34.1,6.0,1.743,20.1,0.400
144,11/07/22,Orlando Magic,Houston Rockets,0,110.0,112.9,10.1,36.1,6.5,1.272,22.6,0.200,108.0,105.3,13.9,31.8,7.6,1.196,21.3,0.100
145,11/07/22,Detroit Pistons,Oklahoma City Thunder,1,107.3,106.8,11.3,31.2,6.4,1.439,22.8,0.200,110.4,105.6,11.9,32.9,9.1,1.886,20.6,0.444
146,11/07/22,Indiana Pacers,New Orleans Pelicans,1,115.8,112.5,11.4,33.2,6.6,1.743,22.6,0.444,118.1,113.2,12.7,33.4,8.9,1.865,19.9,0.556
147,11/07/22,Philadelphia 76ers,Phoenix Suns,1,109.8,117.5,7.1,31.2,8.2,1.906,19.8,0.400,115.1,115.9,11.0,31.0,7.9,2.107,22.1,0.778
148,11/07/22,Atlanta Hawks,Milwaukee Bucks,1,116.4,111.3,10.8,33.7,7.8,2.136,22.0,0.667,112.9,111.0,12.9,38.9,7.8,1.644,19.6,1.000
149,11/07/22,Miami Heat,Portland Trail Blazers,0,108.1,112.5,9.1,31.9,7.9,1.731,20.3,0.400,109.8,113.4,11.4,33.0,6.9,1.349,19.3,0.667
150,11/07/22,Chicago Bulls,Toronto Raptors,1,111.5,112.9,10.9,33.0,8.5,1.588,20.1,0.455,113.4,111.8,12.1,32.5,10.6,2.085,20.4,0.600
151,11/07/22,Memphis Grizzlies,Boston Celtics,0,117.1,112.6,13.4,33.8,7.0,1.628,20.6,0.700,118.8,122.3,7.9,32.9,5.6,1.839,22.0,0.667
152,11/07/22,Minnesota Timberwolves,New York Knicks,0,114.4,112.4,11.6,35.2,7.8,1.627,21.7,0.500,114.4,110.4,13.1,36.3,5.8,1.649,22.0,0.444
153,11/07/22,San Antonio Spurs,Denver Nuggets,0,113.3,112.6,10.8,31.0,7.0,1.784,18.8,0.500,116.3,119.3,10.9,35.1,6.8,1.876,19.3,0.667
154,11/07/22,Dallas Mavericks,Brooklyn Nets,1,115.1,118.6,8.5,31.5,8.5,1.463,21.5,0.625,112.2,117.0,8.3,31.7,7.1,1.875,22.4,0.400
155,11/07/22,Golden State Warriors,Sacramento Kings,1,117.4,117.0,9.5,31.1,7.5,1.692,24.2,0.300,114.9,117.4,7.6,33.8,5.8,1.756,22.6,0.375
156,11/07/22,Utah Jazz,Los Angeles Lakers,1,116.4,114.6,12.5,32.4,8.8,1.702,22.7,0.727,107.6,105.1,9.9,36.6,7.9,1.596,20.0,0.222
157,11/07/22,Los Angeles Clippers,Cleveland Cavaliers,1,102.3,110.9,7.3,36.3,7.3,1.311,20.2,0.500,116.2,117.0,9.9,35.4,5.7,1.679,20.9,0.889
158,11/09/22,Orlando Magic,Dallas Mavericks,1,111.5,114.6,10.2,35.2,6.5,1.280,22.8,0.182,113.0,118.2,8.9,31.2,8.3,1.354,21.3,0.667
159,11/09/22,Charlotte Hornets,Portland Trail Blazers,0,109.1,105.6,12.2,33.7,7.5,1.770,20.5,0.273,109.8,115.2,10.7,33.0,6.9,1.357,19.0,0.700
160,11/09/22,Indiana Pacers,Denver Nuggets,0,117.1,114.5,11.3,33.4,6.5,1.764,22.2,0.500,116.2,119.1,10.6,34.8,7.5,1.824,18.8,0.700
161,11/09/22,Atlanta Hawks,Utah Jazz,0,116.5,111.1,10.9,33.9,8.1,2.115,21.6,0.700,118.3,116.1,12.3,32.3,8.9,1.725,22.8,0.750
162,11/09/22,Boston Celtics,Detroit Pistons,1,117.8,121.5,7.8,33.4,5.5,1.827,21.7,0.700,107.7,106.5,11.7,32.2,6.4,1.421,22.5,0.273
163,11/09/22,Brooklyn Nets,New York Knicks,1,110.5,116.0,8.8,30.6,7.6,1.847,22.7,0.364,115.0,111.2,12.7,36.1,6.5,1.614,22.1,0.500
164,11/09/22,Toronto Raptors,Houston Rockets,1,111.9,110.9,11.5,31.9,10.5,2.030,20.4,0.546,110.4,108.0,13.9,31.3,7.7,1.221,21.5,0.182
165,11/09/22,Chicago Bulls,New Orleans Pelicans,0,111.4,113.7,10.8,33.6,8.3,1.562,20.2,0.500,118.5,113.5,12.7,33.1,8.7,1.958,19.9,0.500
166,11/09/22,Minnesota Timberwolves,Phoenix Suns,0,113.7,112.7,10.9,35.2,7.7,1.620,21.4,0.455,112.4,115.0,10.5,31.0,7.9,2.015,22.3,0.700
167,11/09/22,Oklahoma City Thunder,Milwaukee Bucks,0,109.7,104.4,12.3,32.6,9.1,1.919,21.1,0.400,111.4,110.3,12.2,38.5,7.5,1.576,19.4,0.900
168,11/09/22,San Antonio Spurs,Memphis Grizzlies,0,112.9,113.3,10.7,30.7,7.6,1.723,18.6,0.455,116.1,112.2,12.9,34.1,6.7,1.686,20.8,0.636
169,11/09/22,Los Angeles Clippers,Los Angeles Lakers,1,103.8,112.6,7.0,35.5,7.4,1.353,20.1,0.546,108.4,106.6,9.6,35.5,7.8,1.526,20.1,0.200
170,11/09/22,Sacramento Kings,Cleveland Cavaliers,1,114.7,116.3,7.8,33.8,6.1,1.791,22.3,0.333,116.3,117.9,9.9,35.7,5.7,1.682,20.9,0.800
171,11/10/22,Washington Wizards,Dallas Mavericks,1,107.0,111.1,9.4,34.4,5.6,1.709,19.9,0.455,110.4,115.7,8.4,30.6,8.9,1.419,21.1,0.600
172,11/10/22,Atlanta Hawks,Philadelphia 76ers,1,116.7,110.5,11.5,34.2,7.8,2.120,21.1,0.636,108.9,116.4,7.8,31.4,7.9,1.847,19.5,0.455
173,11/10/22,Miami Heat,Charlotte Hornets,1,108.0,112.9,8.7,31.5,8.2,1.778,20.1,0.364,107.9,104.5,12.8,32.8,7.7,1.778,20.6,0.250
174,11/10/22,New Orleans Pelicans,Portland Trail Blazers,0,118.2,113.5,12.7,33.5,8.6,1.887,19.7,0.546,109.4,115.7,10.5,33.4,6.7,1.376,19.0,0.727
175,11/11/22,Boston Celtics,Denver Nuggets,1,118.7,122.3,7.8,33.5,5.5,1.875,22.0,0.727,116.7,119.4,10.6,34.9,7.7,1.751,18.5,0.727
176,11/11/22,Orlando Magic,Phoenix Suns,1,110.1,114.5,9.7,36.0,6.1,1.259,22.6,0.250,113.9,115.6,10.5,30.5,8.1,2.074,22.2,0.727
177,11/11/22,New York Knicks,Detroit Pistons,1,112.3,109.0,12.5,36.0,6.4,1.595,21.7,0.455,108.1,106.2,12.0,32.3,6.4,1.425,22.2,0.250
178,11/11/22,Oklahoma City Thunder,Toronto Raptors,1,111.7,105.0,12.6,33.2,9.1,1.912,21.5,0.364,112.3,110.3,12.3,31.6,10.7,1.979,20.8,0.583
179,11/11/22,San Antonio Spurs,Milwaukee Bucks,1,113.7,113.1,10.9,30.3,7.7,1.768,18.5,0.417,113.6,111.0,12.1,39.0,7.5,1.577,19.7,0.909
180,11/11/22,Memphis Grizzlies,Minnesota Timberwolves,1,116.8,112.8,13.3,34.2,6.5,1.631,20.9,0.667,114.0,113.7,10.7,34.8,7.4,1.596,21.4,0.417
181,11/11/22,Golden State Warriors,Cleveland Cavaliers,1,117.3,117.1,9.4,31.9,7.3,1.707,23.9,0.364,116.6,118.5,10.1,35.2,5.5,1.645,21.1,0.727
182,11/11/22,Los Angeles Lakers,Sacramento Kings,0,107.7,106.5,9.5,35.5,7.7,1.536,20.1,0.182,115.9,118.2,7.2,32.6,6.7,1.888,22.1,0.400
183,11/12/22,Los Angeles Clippers,Brooklyn Nets,0,104.7,113.5,6.9,35.4,7.6,1.372,20.4,0.583,110.7,116.0,9.0,31.8,7.9,1.861,22.7,0.417
184,11/12/22,Washington Wizards,Utah Jazz,1,107.5,111.9,9.3,35.2,5.6,1.685,20.0,0.500,118.8,116.3,12.3,32.4,8.6,1.748,22.5,0.769
185,11/12/22,Detroit Pistons,Boston Celtics,0,108.4,106.7,12.0,32.2,6.4,1.429,22.2,0.231,119.8,123.1,8.0,33.8,5.3,1.981,21.8,0.750
186,11/12/22,Indiana Pacers,Toronto Raptors,1,117.3,114.4,11.3,33.4,6.7,1.743,22.3,0.455,112.3,110.1,12.5,31.1,10.8,1.907,20.5,0.539
187,11/12/22,Philadelphia 76ers,Atlanta Hawks,1,107.8,114.8,7.9,31.8,8.1,1.745,19.8,0.417,115.7,110.0,11.4,34.9,7.8,1.993,21.2,0.667
188,11/12/22,Miami Heat,Charlotte Hornets,1,108.8,112.5,8.7,31.3,8.3,1.787,20.5,0.417,108.2,105.3,12.5,33.5,7.4,1.706,21.3,0.231
189,11/12/22,Dallas Mavericks,Portland Trail Blazers,1,109.9,115.1,8.3,30.9,8.9,1.423,20.4,0.546,109.1,115.1,10.5,33.5,6.8,1.439,18.6,0.750
190,11/12/22,New Orleans Pelicans,Houston Rockets,1,116.3,112.9,12.4,33.7,8.2,1.813,19.8,0.500,110.3,108.2,14.1,31.4,7.8,1.267,21.2,0.167
191,11/13/22,New York Knicks,Oklahoma City Thunder,0,113.0,109.3,12.8,35.6,6.4,1.626,22.5,0.500,113.4,107.0,12.8,32.8,9.2,1.878,22.0,0.417
192,11/13/22,Cleveland Cavaliers,Minnesota Timberwolves,0,115.3,116.6,10.4,34.9,5.6,1.665,20.8,0.667,113.2,113.8,10.4,34.1,7.6,1.620,21.7,0.385
193,11/13/22,Washington Wizards,Memphis Grizzlies,1,108.5,112.9,9.0,35.5,5.6,1.751,19.5,0.539,116.5,112.8,13.5,33.9,6.6,1.642,20.8,0.692
194,11/13/22,Philadelphia 76ers,Utah Jazz,1,108.8,115.8,7.5,31.5,8.2,1.763,20.2,0.462,118.3,116.1,11.9,32.6,8.3,1.803,22.1,0.714
195,11/13/22,Chicago Bulls,Denver Nuggets,0,111.4,113.9,10.4,33.2,8.1,1.559,20.4,0.462,116.3,118.6,10.7,34.3,7.3,1.834,18.3,0.667
196,11/13/22,Sacramento Kings,Golden State Warriors,1,116.3,118.7,7.5,32.4,7.0,1.880,21.6,0.455,116.3,117.3,9.3,32.3,7.1,1.724,24.2,0.417
197,11/13/22,Los Angeles Lakers,Brooklyn Nets,1,108.3,107.0,9.8,34.8,8.0,1.538,20.3,0.167,110.6,116.2,8.8,32.0,8.0,1.876,22.3,0.462
198,11/14/22,Detroit Pistons,Toronto Raptors,0,108.4,106.9,11.9,32.6,6.2,1.443,22.3,0.214,111.7,109.0,12.7,30.8,10.9,1.856,20.3,0.500
199,11/14/22,Orlando Magic,Charlotte Hornets,0,110.4,115.5,9.6,36.4,5.8,1.278,21.7,0.308,108.7,106.1,11.9,33.4,7.1,1.727,21.3,0.214
200,11/14/22,Boston Celtics,Oklahoma City Thunder,1,119.5,122.4,8.1,33.7,5.3,2.060,21.4,0.769,115.8,110.0,12.2,32.9,9.2,1.851,22.4,0.462
201,11/14/22,Miami Heat,Phoenix Suns,1,110.5,113.8,8.7,31.8,8.2,1.847,20.4,0.462,112.5,114.1,10.5,30.3,8.0,2.069,21.5,0.667
202,11/14/22,Houston Rockets,Los Angeles Clippers,0,109.9,109.0,13.8,31.5,7.8,1.228,21.3,0.154,103.9,112.5,7.2,35.5,7.3,1.359,20.2,0.539
203,11/14/22,Milwaukee Bucks,Atlanta Hawks,0,111.9,108.7,12.8,38.0,7.5,1.551,19.3,0.833,115.2,109.8,11.5,34.6,7.5,1.888,21.0,0.615
204,11/14/22,Golden State Warriors,San Antonio Spurs,1,116.2,117.3,9.2,32.5,6.9,1.705,23.8,0.385,113.5,113.7,10.8,31.2,7.3,1.716,18.8,0.462
205,11/15/22,New Orleans Pelicans,Memphis Grizzlies,1,116.5,113.3,12.4,32.9,8.5,1.846,20.1,0.539,114.8,111.3,13.5,34.1,6.6,1.610,21.0,0.643
206,11/15/22,Dallas Mavericks,Los Angeles Clippers,1,110.5,116.0,8.2,31.1,8.8,1.488,20.9,0.583,105.2,113.5,7.3,35.4,7.2,1.368,20.4,0.571
207,11/15/22,Utah Jazz,New York Knicks,0,116.9,114.5,12.3,32.5,7.9,1.763,21.8,0.667,114.7,110.1,12.8,34.5,6.9,1.646,22.2,0.462
208,11/15/22,Portland Trail Blazers,San Antonio Spurs,1,109.3,115.2,10.6,33.4,6.8,1.452,18.8,0.692,112.1,111.6,11.6,31.1,7.2,1.656,18.6,0.429
209,11/15/22,Sacramento Kings,Brooklyn Nets,1,116.8,119.0,7.6,32.7,7.1,1.885,21.3,0.500,110.1,115.7,8.7,32.1,7.8,1.864,21.9,0.429
210,11/16/22,Charlotte Hornets,Indiana Pacers,0,108.9,106.5,12.0,32.7,7.7,1.725,21.4,0.267,117.3,115.3,11.3,33.9,6.5,1.725,22.3,0.500
211,11/16/22,Orlando Magic,Minnesota Timberwolves,0,110.0,114.8,10.5,35.6,5.6,1.256,21.4,0.286,114.3,115.0,10.4,34.2,7.4,1.659,22.3,0.429
212,11/16/22,Washington Wizards,Oklahoma City Thunder,0,108.1,112.4,9.0,35.7,5.9,1.750,19.2,0.571,116.3,110.2,12.0,33.5,8.8,1.769,22.3,0.429
213,11/16/22,Atlanta Hawks,Boston Celtics,0,115.6,110.1,11.6,34.4,7.3,1.922,21.1,0.643,120.0,121.8,8.2,33.9,6.0,2.039,21.3,0.786
214,11/16/22,Toronto Raptors,Miami Heat,1,111.9,109.8,12.7,30.7,10.7,1.832,20.7,0.533,110.7,114.2,9.3,31.3,8.0,1.822,19.6,0.500
215,11/16/22,Milwaukee Bucks,Cleveland Cavaliers,1,111.5,108.4,12.7,37.8,7.2,1.525,19.8,0.769,116.0,116.5,10.8,34.1,5.6,1.693,20.8,0.615
216,11/16/22,New Orleans Pelicans,Chicago Bulls,1,116.2,113.6,12.0,33.1,8.1,1.909,20.1,0.571,110.8,113.8,10.2,32.9,8.1,1.534,20.3,0.429
217,11/16/22,Dallas Mavericks,Houston Rockets,0,109.9,115.7,8.2,30.7,9.1,1.500,20.8,0.615,109.6,108.8,13.5,31.4,8.0,1.240,21.4,0.143
218,11/16/22,Denver Nuggets,New York Knicks,0,117.1,120.1,10.2,34.0,7.6,1.852,18.2,0.692,114.9,110.3,12.9,34.2,7.1,1.660,22.4,0.500
219,11/16/22,Phoenix Suns,Golden State Warriors,1,112.5,113.9,11.2,29.8,8.1,2.029,21.5,0.615,117.4,118.8,8.9,32.6,7.1,1.761,23.4,0.429
220,11/17/22,Portland Trail Blazers,Brooklyn Nets,0,109.9,116.1,10.5,33.1,6.7,1.441,18.6,0.714,110.8,116.3,8.3,31.7,7.6,1.832,21.7,0.400
221,11/17/22,Sacramento Kings,San Antonio Spurs,1,119.5,121.1,7.7,32.8,7.2,1.921,21.5,0.539,112.0,112.0,11.5,30.9,7.2,1.665,19.1,0.400
222,11/17/22,Los Angeles Clippers,Detroit Pistons,1,104.9,114.5,7.0,35.5,7.3,1.344,20.8,0.533,108.5,107.3,11.9,32.3,6.3,1.423,22.3,0.200
223,11/18/22,Washington Wizards,Miami Heat,1,108.9,113.4,9.1,35.3,6.0,1.744,19.3,0.533,110.3,115.4,8.9,30.5,7.8,1.715,19.7,0.467
224,11/18/22,Cleveland Cavaliers,Charlotte Hornets,1,114.7,115.8,10.5,33.6,5.7,1.735,20.6,0.571,109.2,106.8,12.1,32.6,7.7,1.717,21.5,0.250
225,11/18/22,Philadelphia 76ers,Milwaukee Bucks,1,108.5,115.4,7.5,31.5,8.5,1.762,20.1,0.500,111.6,108.8,12.7,37.9,7.1,1.546,19.5,0.786
226,11/18/22,Chicago Bulls,Orlando Magic,0,110.7,113.8,10.0,32.7,7.7,1.562,20.1,0.400,109.9,114.2,10.6,35.6,5.6,1.260,21.7,0.267
227,11/18/22,Houston Rockets,Indiana Pacers,0,109.1,109.2,13.2,32.5,7.5,1.212,21.2,0.200,117.9,116.3,10.9,33.4,6.8,1.738,22.0,0.539
228,11/18/22,Memphis Grizzlies,Oklahoma City Thunder,1,113.9,110.4,13.5,34.3,6.6,1.602,20.7,0.600,116.6,111.3,11.8,33.1,8.5,1.757,22.3,0.467
229,11/18/22,Dallas Mavericks,Denver Nuggets,1,108.6,113.0,8.5,30.3,9.1,1.567,20.7,0.571,116.1,119.6,10.1,34.0,7.3,1.807,18.6,0.643
230,11/18/22,New Orleans Pelicans,Boston Celtics,0,116.7,114.5,12.0,33.2,7.8,1.915,19.9,0.600,120.4,122.7,8.1,34.5,5.9,2.031,21.2,0.800
231,11/18/22,Utah Jazz,Phoenix Suns,1,116.6,114.5,12.5,32.6,7.9,1.732,21.8,0.625,113.7,115.2,11.0,30.5,7.9,2.032,21.6,0.643
232,11/18/22,Golden State Warriors,New York Knicks,1,117.5,118.8,8.7,32.7,6.9,1.761,23.3,0.400,114.3,110.1,12.4,34.2,7.5,1.710,22.1,0.533
233,11/18/22,Los Angeles Lakers,Detroit Pistons,1,108.8,107.7,10.0,34.6,7.6,1.597,20.4,0.231,107.4,106.3,11.8,32.4,6.5,1.409,22.6,0.188
234,11/19/22,Atlanta Hawks,Toronto Raptors,1,114.6,109.0,11.7,34.2,7.1,1.941,20.5,0.600,111.9,110.1,12.9,30.4,10.3,1.820,20.9,0.563
235,11/19/22,Indiana Pacers,Orlando Magic,1,116.6,115.5,11.0,33.4,6.9,1.734,22.3,0.571,109.8,114.7,10.3,35.6,5.5,1.278,21.9,0.313
236,11/19/22,Philadelphia 76ers,Minnesota Timberwolves,0,108.6,115.8,7.4,31.7,8.3,1.744,20.0,0.533,115.1,115.7,10.3,34.1,7.9,1.700,21.8,0.467
237,11/19/22,Portland Trail Blazers,Utah Jazz,0,109.7,115.0,10.3,33.0,6.9,1.473,18.9,0.667,117.6,115.5,12.4,32.2,7.8,1.741,22.2,0.647
238,11/19/22,Los Angeles Clippers,San Antonio Spurs,1,104.4,113.9,7.2,35.9,6.9,1.317,20.8,0.563,112.0,112.7,11.3,30.5,7.3,1.656,19.3,0.375
239,11/20/22,Phoenix Suns,New York Knicks,1,115.0,115.8,11.1,30.5,7.8,2.034,21.8,0.600,113.5,109.4,12.4,34.1,7.5,1.661,21.7,0.500
240,11/20/22,Sacramento Kings,Detroit Pistons,1,120.3,122.3,7.6,32.6,7.2,1.946,21.0,0.571,108.2,106.8,11.6,32.1,6.6,1.455,23.0,0.177
241,11/20/22,Washington Wizards,Charlotte Hornets,1,108.8,112.8,9.1,36.0,6.0,1.767,19.6,0.563,109.9,106.3,12.4,32.7,7.9,1.710,22.2,0.235
242,11/20/22,Brooklyn Nets,Memphis Grizzlies,1,110.7,116.6,8.1,32.3,7.4,1.836,21.8,0.438,114.4,110.3,13.8,34.7,6.4,1.638,20.3,0.625
243,11/20/22,Cleveland Cavaliers,Miami Heat,1,115.9,116.4,10.3,34.3,5.8,1.691,20.9,0.600,110.0,113.8,9.0,31.3,7.7,1.741,19.4,0.438
244,11/20/22,Houston Rockets,Golden State Warriors,0,107.9,108.0,13.3,32.6,7.6,1.192,21.4,0.188,117.1,118.2,8.9,33.1,7.0,1.762,23.5,0.438
245,11/20/22,Dallas Mavericks,Denver Nuggets,0,109.9,114.7,8.3,30.8,8.8,1.638,20.6,0.600,114.9,118.3,10.3,33.3,7.1,1.810,18.7,0.600
246,11/20/22,Los Angeles Lakers,San Antonio Spurs,1,110.2,109.4,9.8,34.8,7.2,1.614,20.6,0.286,111.1,112.0,11.5,30.4,7.1,1.646,18.9,0.353
247,11/21/22,Cleveland Cavaliers,Atlanta Hawks,1,115.7,116.8,10.5,34.4,5.9,1.679,21.1,0.625,115.2,109.5,11.7,34.5,7.0,1.911,20.4,0.625
248,11/21/22,Indiana Pacers,Orlando Magic,1,116.4,115.5,11.1,33.1,6.8,1.738,22.0,0.600,109.9,114.4,10.4,35.2,5.6,1.285,21.6,0.294
249,11/21/22,Chicago Bulls,Boston Celtics,1,110.5,113.3,10.2,32.7,7.6,1.602,20.1,0.375,120.2,122.9,8.3,34.5,5.9,2.000,20.7,0.813
250,11/21/22,Milwaukee Bucks,Portland Trail Blazers,1,110.9,108.3,12.4,37.6,7.1,1.555,19.4,0.733,109.9,115.1,10.3,33.0,7.1,1.475,19.1,0.625
251,11/21/22,Minnesota Timberwolves,Miami Heat,1,114.9,115.7,10.1,34.1,8.0,1.677,22.0,0.500,108.6,112.8,9.1,30.5,7.6,1.696,19.2,0.412
252,11/21/22,New Orleans Pelicans,Golden State Warriors,1,116.3,114.7,11.7,33.0,8.1,1.912,19.8,0.563,117.6,119.3,8.8,33.1,7.1,1.791,23.4,0.471
253,11/21/22,Oklahoma City Thunder,New York Knicks,0,116.2,111.2,11.6,33.3,8.3,1.824,22.6,0.438,112.4,108.7,12.3,33.8,7.3,1.668,21.3,0.471
254,11/21/22,Los Angeles Clippers,Utah Jazz,1,105.2,114.9,7.2,35.4,7.0,1.371,20.8,0.588,117.6,115.5,12.3,32.1,7.7,1.742,22.1,0.667
255,11/22/22,Philadelphia 76ers,Brooklyn Nets,1,108.6,116.4,7.2,31.9,8.4,1.667,20.3,0.500,111.6,118.0,7.9,32.8,7.2,1.828,22.0,0.471
256,11/22/22,Memphis Grizzlies,Sacramento Kings,0,114.4,109.7,13.7,34.5,6.8,1.686,19.8,0.588,121.4,123.1,7.6,32.7,7.0,1.981,20.8,0.600
257,11/22/22,Denver Nuggets,Detroit Pistons,0,113.9,118.0,9.9,33.7,7.3,1.781,18.8,0.625,109.4,108.0,11.6,31.7,6.5,1.465,23.1,0.167
258,11/22/22,Phoenix Suns,Los Angeles Lakers,1,115.1,115.2,11.8,30.9,7.5,2.074,21.8,0.625,111.1,110.5,9.5,35.7,7.1,1.635,19.9,0.333
259,11/23/22,Charlotte Hornets,Philadelphia 76ers,1,109.5,105.5,12.6,32.9,7.7,1.698,21.9,0.222,109.0,115.9,7.9,31.8,8.4,1.677,19.8,0.529
260,11/23/22,Cleveland Cavaliers,Portland Trail Blazers,1,115.6,118.0,10.1,34.4,6.0,1.642,20.8,0.647,109.9,114.7,10.4,32.7,7.0,1.458,18.9,0.588
261,11/23/22,Indiana Pacers,Minnesota Timberwolves,0,116.8,116.1,11.1,33.3,6.9,1.721,22.1,0.625,114.3,115.4,9.9,34.1,8.1,1.676,22.2,0.529
262,11/23/22,Atlanta Hawks,Sacramento Kings,1,114.4,109.3,11.6,33.9,7.2,1.873,20.5,0.588,120.9,122.3,7.7,32.9,7.3,1.927,21.1,0.625
263,11/23/22,Boston Celtics,Dallas Mavericks,1,119.4,122.3,8.1,34.4,5.7,1.991,20.5,0.765,109.1,114.5,8.2,30.8,8.6,1.652,20.4,0.563
264,11/23/22,Miami Heat,Washington Wizards,1,108.2,111.8,9.3,30.7,7.7,1.698,19.2,0.389,108.6,112.3,9.4,35.9,6.0,1.721,19.6,0.588
265,11/23/22,Toronto Raptors,Brooklyn Nets,0,112.5,109.7,13.1,30.6,10.4,1.826,21.1,0.529,111.3,118.2,7.7,32.7,7.1,1.842,21.6,0.444
266,11/23/22,Milwaukee Bucks,Chicago Bulls,0,111.4,109.1,12.3,37.3,7.4,1.593,19.3,0.750,111.1,113.9,10.1,33.3,7.8,1.610,20.0,0.412
267,11/23/22,Oklahoma City Thunder,Denver Nuggets,0,116.4,111.4,11.5,32.9,8.1,1.821,22.4,0.412,113.5,117.5,10.2,33.3,7.2,1.766,18.9,0.588
268,11/23/22,San Antonio Spurs,New Orleans Pelicans,0,110.1,110.3,11.6,30.4,7.1,1.678,18.8,0.333,116.9,115.4,11.6,33.4,8.5,1.925,19.6,0.588
269,11/23/22,Utah Jazz,Detroit Pistons,0,117.4,115.4,12.5,31.9,7.7,1.717,21.8,0.632,109.4,108.4,11.6,31.5,6.5,1.478,23.1,0.211
270,11/23/22,Golden State Warriors,Los Angeles Clippers,1,115.7,118.3,8.6,32.9,7.2,1.689,23.2,0.444,106.1,115.3,7.4,35.1,6.9,1.385,20.7,0.611
271,11/25/22,Charlotte Hornets,Minnesota Timberwolves,1,109.4,105.5,12.5,32.9,7.7,1.690,21.6,0.263,114.3,116.4,9.8,34.6,8.1,1.651,21.9,0.556
272,11/25/22,Orlando Magic,Philadelphia 76ers,0,109.5,113.9,10.4,34.7,5.9,1.279,21.8,0.278,108.6,115.4,7.9,32.1,8.4,1.630,19.9,0.500
